row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,svc_code,svc_code_type,svc_code_desc,svc_code_ctg,svc_code_ctg_desc,clm_cnt,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
20113622,2019,57,Hubbard,MEDICARE,4,65 - 74 years,M,39,90715,CPT/HCPCS,TDAP VACCINE 7 YRS/> IM,228,Prophylactic vaccinations and inoculations,40,468,$227.16 ,$5.82 ,$0.00 ,$135.30 ,$3.46 ,$0.00 ,$91.86 ,$2.35 ,$0.00 
20117078,2019,57,Hubbard,MEDICARE,5,75 years and older,M,43,460,REV,Pulmonary Func,50016,Respiratory and pulmonary services,46,473,$279.18 ,$6.49 ,$0.00 ,$279.18 ,$6.49 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20120078,2019,59,Isanti,COMMERCIAL,1,18 years and under,F,34,99460,CPT/HCPCS,INIT NB EM PER DAY HOSP,302,Hospital inpatient services,34,233,"$7,294.66 ",$214.54 ,$229.47 ,"$4,184.58 ",$123.07 ,$151.60 ,"$3,110.08 ",$91.47 ,$15.00 
20123246,2019,59,Isanti,COMMERCIAL,2,19 - 44 years,M,13,11102,CPT/HCPCS,TANGNTL BX SKIN SINGLE LES,173,Skin and subcutaneous tissue - Diagnostic (other),15,156,"$2,428.10 ",$186.77 ,$156.80 ,"$1,220.68 ",$93.89 ,$109.76 ,"$1,207.42 ",$92.87 ,$47.04 
20125814,2019,59,Isanti,COMMERCIAL,3,45 - 64 years,F,36,92134,CPT/HCPCS,CPTR OPHTH DX IMG POST SEGMT,220,Ophthalmologic/otologic diagnosis and treatment,67,431,"$5,002.13 ",$138.94 ,$112.36 ,"$2,489.48 ",$69.15 ,$48.94 ,"$2,512.65 ",$69.79 ,$26.48 
20127974,2019,59,Isanti,COMMERCIAL,3,45 - 64 years,M,144,98940,CPT/HCPCS,CHIROPRACT MANJ 1-2 REGIONS,163,Musculoskeletal procedures - Therapeutic (other),475,"1,679","$14,138.98 ",$98.18 ,$60.42 ,"$5,469.22 ",$37.98 ,$1.21 ,"$8,669.76 ",$60.20 ,$30.64 
20131910,2019,59,Isanti,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,12,T2003,CPT/HCPCS,NON-EMERG TRNSPRT; ENCOUNTER/TRIP,239,"Transportation - Patient, provider, equipment",285,140,"$3,583.64 ",$298.63 ,$139.00 ,"$3,583.64 ",$298.63 ,$139.00 ,$0.00 ,$0.00 ,$0.00 
20134262,2019,59,Isanti,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,77,83605,CPT/HCPCS,ASSAY OF LACTIC ACID,233,Laboratory - Chemistry and hematology,108,854,$785.92 ,$10.20 ,$0.00 ,$785.92 ,$10.20 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20136470,2019,59,Isanti,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,16,95811,CPT/HCPCS,POLYSOM 6/>YRS CPAP 4/> PARM,7,Nervous system procedures - Diagnostic (other),26,192,"$11,529.91 ",$720.61 ,$471.46 ,"$11,529.91 ",$720.61 ,$471.46 ,$0.00 ,$0.00 ,$0.00 
20140214,2019,59,Isanti,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,28,87040,CPT/HCPCS,BLOOD CULTURE FOR BACTERIA,206,"Microscopic examination (e.g., lab, toxicology)",85,326,$921.50 ,$32.91 ,$0.00 ,$921.50 ,$32.91 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20145878,2019,59,Isanti,MEDICARE,3,45 - 64 years,F,57,85652,CPT/HCPCS,RBC SED RATE AUTOMATED,233,Laboratory - Chemistry and hematology,111,684,$178.43 ,$3.13 ,$2.94 ,$176.54 ,$3.09 ,$2.94 ,$1.89 ,$0.03 ,$0.00 
20149094,2019,59,Isanti,MEDICARE,4,65 - 74 years,F,86,360,REV,OR Services,50006,Operating room services,98,"1,010","$31,841.09 ",$370.24 ,$0.00 ,"$31,841.09 ",$370.24 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20153126,2019,59,Isanti,MEDICARE,4,65 - 74 years,M,18,93280,CPT/HCPCS,PM DEVICE PROGR EVAL DUAL,203,Electrographic cardiac monitoring,39,216,"$1,803.26 ",$100.18 ,$78.18 ,"$1,293.91 ",$71.88 ,$61.55 ,$509.35 ,$28.29 ,$22.91 
20156462,2019,59,Isanti,MEDICARE,5,75 years and older,F,135,J2001,CPT/HCPCS,INJECTION LIDO HCL IV INFUS 10 MG,240,"Medications (injections, infusions, other forms)",181,"1,614",$6.48 ,$0.04 ,$0.00 ,$6.48 ,$0.04 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20158910,2019,59,Isanti,MEDICARE,5,75 years and older,M,25,G9744,CPT/HCPCS,PATIENT NOT ELIG D/T ACTIVE DX HTN,999,HCPCS Level II codes not classified,109,300,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20162630,2019,61,Itasca,COMMERCIAL,2,19 - 44 years,M,44,710,REV,Recovery Room,50006,Operating room services,119,509,"$61,551.54 ","$1,398.89 ","$1,080.66 ","$58,948.48 ","$1,339.73 ","$1,080.66 ","$2,603.06 ",$59.16 ,$0.00 
20166158,2019,61,Itasca,COMMERCIAL,3,45 - 64 years,M,502,80061,CPT/HCPCS,LIPID PANEL,235,Laboratory - Other,544,"5,901","$30,635.00 ",$61.02 ,$40.05 ,"$23,797.40 ",$47.40 ,$29.47 ,"$6,837.60 ",$13.62 ,$0.00 
20169350,2019,61,Itasca,COMMERCIAL,5,75 years and older,F,68,92015,CPT/HCPCS,DETERMINE REFRACTIVE STATE,220,Ophthalmologic/otologic diagnosis and treatment,71,806,"$2,190.27 ",$32.20 ,$34.70 ,"$2,107.36 ",$30.99 ,$34.70 ,$82.91 ,$1.21 ,$0.00 
20172542,2019,61,Itasca,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,94,87077,CPT/HCPCS,CULTURE AEROBIC IDENTIFY,206,"Microscopic examination (e.g., lab, toxicology)",100,"1,088",$276.45 ,$2.94 ,$0.00 ,$276.45 ,$2.94 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20174510,2019,61,Itasca,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,117,87077,CPT/HCPCS,CULTURE AEROBIC IDENTIFY,206,"Microscopic examination (e.g., lab, toxicology)",140,"1,333","$1,729.45 ",$14.78 ,$0.00 ,"$1,729.45 ",$14.78 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20177150,2019,61,Itasca,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,13,J2930,CPT/HCPCS,INJ METHYLPRDNISLN SODIM  TO 125 MG,240,"Medications (injections, infusions, other forms)",18,144,$362.82 ,$27.90 ,$0.00 ,$362.82 ,$27.90 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20179838,2019,61,Itasca,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,68,350,REV,CT Scan,50012,CT scans,93,744,$3.20 ,$0.04 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$3.20 ,$0.04 ,$0.00 
20183510,2019,61,Itasca,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,33,93005,CPT/HCPCS,ELECTROCARDIOGRAM TRACING,202,Electrocardiogram,53,378,$414.41 ,$12.55 ,$0.00 ,$414.41 ,$12.55 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20188574,2019,61,Itasca,MEDICARE,3,45 - 64 years,F,29,92341,CPT/HCPCS,FIT SPECTACLES BIFOCAL,220,Ophthalmologic/otologic diagnosis and treatment,31,348,$82.35 ,$2.83 ,$0.00 ,$82.35 ,$2.83 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20192054,2019,61,Itasca,MEDICARE,4,65 - 74 years,F,80,350,REV,CT Scan,50012,CT scans,99,910,"$4,504.60 ",$56.30 ,$0.00 ,"$4,404.60 ",$55.05 ,$0.00 ,$100.00 ,$1.25 ,$0.00 
20194574,2019,61,Itasca,MEDICARE,4,65 - 74 years,F,43,J1200,CPT/HCPCS,INJ DIPHENHYDRAMINE HCL TO 50 MG,240,"Medications (injections, infusions, other forms)",95,501,$39.89 ,$0.92 ,$0.00 ,$38.68 ,$0.89 ,$0.00 ,$1.21 ,$0.02 ,$0.00 
20199254,2019,61,Itasca,MEDICARE,5,75 years and older,F,65,82570,CPT/HCPCS,ASSAY OF URINE CREATININE,233,Laboratory - Chemistry and hematology,78,777,$235.40 ,$3.62 ,$0.00 ,$235.40 ,$3.62 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20201558,2019,61,Itasca,MEDICARE,5,75 years and older,M,21,36600,CPT/HCPCS,WITHDRAWAL OF ARTERIAL BLOOD,235,Laboratory - Other,22,220,$23.20 ,$1.10 ,$0.00 ,$23.20 ,$1.10 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20204654,2019,63,Jackson,COMMERCIAL,2,19 - 44 years,M,19,250,REV,Pharmacy,50008,Pharmacy and IV services,26,217,"$3,865.24 ",$203.43 ,$14.17 ,"$1,996.50 ",$105.07 ,$0.00 ,"$1,868.74 ",$98.35 ,$4.30 
19747605,2019,39,Dodge,MEDICARE,5,75 years and older,F,36,99201,CPT/HCPCS,OFFICE/OUTPATIENT VISIT NEW,300,Office/outpatient services - Office visits,36,429,$906.06 ,$25.16 ,$26.33 ,$512.98 ,$14.24 ,$3.22 ,$393.08 ,$10.91 ,$7.76 
19750605,2019,41,Douglas,COMMERCIAL,1,18 years and under,F,13,87046,CPT/HCPCS,STOOL CULTR AEROBIC BACT EA,206,"Microscopic examination (e.g., lab, toxicology)",13,136,$771.63 ,$59.35 ,$53.43 ,$434.85 ,$33.45 ,$40.03 ,$336.78 ,$25.90 ,$10.69 
19754805,2019,41,Douglas,COMMERCIAL,2,19 - 44 years,M,17,90651,CPT/HCPCS,9VHPV VACCINE 2/3 DOSE IM,228,Prophylactic vaccinations and inoculations,19,192,"$4,306.32 ",$253.31 ,$251.53 ,"$4,306.32 ",$253.31 ,$251.53 ,$0.00 ,$0.00 ,$0.00 
19757565,2019,41,Douglas,COMMERCIAL,3,45 - 64 years,M,15,120,REV,Room-Board/Semi-pvt,50001,Room and board (non-nursery) services,16,180,"$294,197.14 ","$19,613.14 ","$17,558.76 ","$275,286.99 ","$18,352.46 ","$14,933.76 ","$18,910.15 ","$1,260.67 ",$0.00 
19762389,2019,41,Douglas,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,14,320,REV,Dx X-Ray,50011,Diagnostic X-ray services,15,136,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19764933,2019,41,Douglas,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,16,99291,CPT/HCPCS,CRITICAL CARE FIRST HOUR,305,Critical care services,48,167,"$8,616.68 ",$538.54 ,$328.75 ,"$8,616.68 ",$538.54 ,$328.75 ,$0.00 ,$0.00 ,$0.00 
19768461,2019,41,Douglas,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,13,97803,CPT/HCPCS,MED NUTRITION INDIV SUBSEQ,237,Ancillary services,31,156,"$1,657.23 ",$127.47 ,$96.43 ,"$1,657.23 ",$127.47 ,$96.43 ,$0.00 ,$0.00 ,$0.00 
19774029,2019,41,Douglas,MEDICARE,2,19 - 44 years,F,90,G0463,CPT/HCPCS,HOS OP CLIN VISIT ASSESS & MGMT PT,300,Office/outpatient services - Office visits,692,"1,080","$43,807.52 ",$486.75 ,$316.96 ,"$34,576.06 ",$384.17 ,$232.54 ,"$9,231.46 ",$102.57 ,$70.05 
19777509,2019,41,Douglas,MEDICARE,3,45 - 64 years,M,24,72125,CPT/HCPCS,CT NECK SPINE W/O DYE,180,CT scan - Other,51,278,"$4,311.54 ",$179.64 ,$52.94 ,"$3,296.38 ",$137.34 ,$42.25 ,"$1,015.16 ",$42.29 ,$10.71 
19780893,2019,41,Douglas,MEDICARE,4,65 - 74 years,F,18,A5514,CPT/HCPCS,DIA MX DEN INS DIR CARV CSTM FAB EA,243,DME and supplies,36,216,"$3,246.88 ",$180.38 ,$176.81 ,"$2,676.49 ",$148.69 ,$158.99 ,$570.39 ,$31.68 ,$35.64 
19782933,2019,41,Douglas,MEDICARE,4,65 - 74 years,M,171,84484,CPT/HCPCS,ASSAY OF TROPONIN QUANT,233,Laboratory - Chemistry and hematology,315,"2,000","$1,000.75 ",$5.85 ,$0.00 ,"$1,000.75 ",$5.85 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19785765,2019,41,Douglas,MEDICARE,5,75 years and older,F,227,85730,CPT/HCPCS,THROMBOPLASTIN TIME PARTIAL,233,Laboratory - Chemistry and hematology,292,"2,656",$63.36 ,$0.27 ,$0.00 ,$63.36 ,$0.27 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19788333,2019,41,Douglas,MEDICARE,5,75 years and older,M,17,76872,CPT/HCPCS,US TRANSRECTAL,197,Ultrasound - Diagnostic (other),31,202,"$1,321.29 ",$77.72 ,$33.79 ,"$1,177.74 ",$69.27 ,$33.56 ,$143.55 ,$8.44 ,$5.08 
19792245,2019,43,Faribault,COMMERCIAL,3,45 - 64 years,F,27,258,REV,IV Solutions,50008,Pharmacy and IV services,31,320,"$3,971.33 ",$147.08 ,$116.72 ,"$2,704.22 ",$100.15 ,$28.25 ,"$1,267.11 ",$46.93 ,$0.00 
19795365,2019,43,Faribault,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,79,99394,CPT/HCPCS,PREV VISIT EST AGE 12-17,310,Office/outpatient services - Preventive visits,96,919,"$7,283.97 ",$92.20 ,$92.20 ,"$7,283.97 ",$92.20 ,$92.20 ,$0.00 ,$0.00 ,$0.00 
19800309,2019,43,Faribault,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,56,96374,CPT/HCPCS,THER/PROPH/DIAG INJ IV PUSH,231,Therapeutic procedures - Other,81,639,"$6,357.15 ",$113.52 ,$73.00 ,"$6,145.56 ",$109.74 ,$71.07 ,$211.59 ,$3.77 ,$0.00 
19805685,2019,43,Faribault,MEDICARE,3,45 - 64 years,F,11,99231,CPT/HCPCS,SUBSEQUENT HOSPITAL CARE,302,Hospital inpatient services,64,124,"$2,322.26 ",$211.11 ,$38.67 ,"$1,910.30 ",$173.66 ,$30.92 ,$411.96 ,$37.45 ,$7.75 
19809237,2019,43,Faribault,MEDICARE,4,65 - 74 years,F,18,J2765,CPT/HCPCS,INJ METOCLOPRAMIDE HCL TO 10 MG,240,"Medications (injections, infusions, other forms)",20,216,$236.22 ,$13.12 ,$0.00 ,$231.15 ,$12.84 ,$0.00 ,$5.07 ,$0.28 ,$0.00 
19812141,2019,43,Faribault,MEDICARE,5,75 years and older,F,42,84460,CPT/HCPCS,ALANINE AMINO (ALT) (SGPT),233,Laboratory - Chemistry and hematology,79,497,$204.98 ,$4.88 ,$0.00 ,$204.98 ,$4.88 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19814349,2019,43,Faribault,MEDICARE,5,75 years and older,M,24,90715,CPT/HCPCS,TDAP VACCINE 7 YRS/> IM,228,Prophylactic vaccinations and inoculations,24,283,$147.10 ,$6.12 ,$0.00 ,$147.10 ,$6.12 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19818477,2019,45,Fillmore,COMMERCIAL,3,45 - 64 years,F,11,J2001,CPT/HCPCS,INJECTION LIDO HCL IV INFUS 10 MG,240,"Medications (injections, infusions, other forms)",24,132,$758.41 ,$68.94 ,$40.05 ,$735.71 ,$66.88 ,$40.05 ,$22.70 ,$2.06 ,$0.00 
20208974,2019,63,Jackson,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,17,96365,CPT/HCPCS,THER/PROPH/DIAG IV INF INIT,231,Therapeutic procedures - Other,30,172,"$5,372.15 ",$316.00 ,$171.49 ,"$5,372.15 ",$316.00 ,$171.49 ,$0.00 ,$0.00 ,$0.00 
20215646,2019,63,Jackson,MEDICARE,4,65 - 74 years,F,28,85018,CPT/HCPCS,HEMOGLOBIN,233,Laboratory - Chemistry and hematology,34,336,$23.29 ,$0.83 ,$0.00 ,$23.29 ,$0.83 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20218718,2019,63,Jackson,MEDICARE,5,75 years and older,F,135,97110,CPT/HCPCS,THERAPEUTIC EXERCISES,213,Physical/occupational/speech therapy - Exercises,"1,552","1,591","$114,448.24 ",$847.76 ,$545.31 ,"$82,736.93 ",$612.86 ,$386.20 ,"$31,711.31 ",$234.89 ,$138.13 
20222582,2019,65,Kanabec,COMMERCIAL,2,19 - 44 years,F,24,J3010,CPT/HCPCS,INJECTION FENTANYL CITRATE 0.1 MG,240,"Medications (injections, infusions, other forms)",47,278,"$1,569.09 ",$65.37 ,$18.29 ,"$1,500.44 ",$62.51 ,$14.73 ,$68.65 ,$2.86 ,$0.00 
20227766,2019,65,Kanabec,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,56,99391,CPT/HCPCS,PER PM REEVAL EST PAT INFANT,310,Office/outpatient services - Preventive visits,113,509,"$7,003.49 ",$125.06 ,$83.88 ,"$7,003.49 ",$125.06 ,$83.88 ,$0.00 ,$0.00 ,$0.00 
20231630,2019,65,Kanabec,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,13,99153,CPT/HCPCS,MOD SED SAME PHYS/QHP EA,232,Anesthesia,21,155,$112.76 ,$8.67 ,$7.06 ,$112.76 ,$8.67 ,$7.06 ,$0.00 ,$0.00 ,$0.00 
20238038,2019,65,Kanabec,MEDICARE,3,45 - 64 years,M,20,85730,CPT/HCPCS,THROMBOPLASTIN TIME PARTIAL,233,Laboratory - Chemistry and hematology,27,231,$61.82 ,$3.09 ,$0.00 ,$61.82 ,$3.09 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20241302,2019,65,Kanabec,MEDICARE,4,65 - 74 years,M,134,82565,CPT/HCPCS,ASSAY OF CREATININE,233,Laboratory - Chemistry and hematology,237,"1,608","$11,964.43 ",$89.28 ,$0.00 ,"$6,622.20 ",$49.41 ,$0.00 ,"$5,342.23 ",$39.86 ,$0.00 
20244374,2019,65,Kanabec,MEDICARE,5,75 years and older,M,20,483,REV,Echocardiology,50017,Cardiology services,29,211,$169.34 ,$8.46 ,$0.00 ,$169.34 ,$8.46 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20247854,2019,67,Kandiyohi,COMMERCIAL,1,18 years and under,M,70,92004,CPT/HCPCS,EYE EXAM NEW PATIENT,220,Ophthalmologic/otologic diagnosis and treatment,70,815,"$7,345.57 ",$104.93 ,$81.50 ,"$6,599.67 ",$94.28 ,$79.96 ,$745.90 ,$10.65 ,$0.00 
20251622,2019,67,Kandiyohi,COMMERCIAL,3,45 - 64 years,F,18,434,REV,Occup Ther/Eval,50020,"Physical, occupational, and speech therapy",20,206,"$2,130.53 ",$118.36 ,$109.83 ,"$2,084.58 ",$115.81 ,$109.83 ,$45.95 ,$2.55 ,$0.00 
20254694,2019,67,Kandiyohi,COMMERCIAL,3,45 - 64 years,M,29,92083,CPT/HCPCS,VISUAL FIELD EXAMINATION(S),220,Ophthalmologic/otologic diagnosis and treatment,30,333,"$2,336.62 ",$80.57 ,$80.55 ,"$1,085.93 ",$37.44 ,$5.11 ,"$1,250.69 ",$43.12 ,$38.35 
20258726,2019,67,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,13,302,REV,Immunology Tests,50009,Laboratory and pathology services,17,133,$493.68 ,$37.97 ,$0.00 ,$493.68 ,$37.97 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20261366,2019,67,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,12,86695,CPT/HCPCS,HERPES SIMPLEX TYPE 1 TEST,235,Laboratory - Other,12,139,$168.15 ,$14.01 ,$15.10 ,$168.15 ,$14.01 ,$15.10 ,$0.00 ,$0.00 ,$0.00 
20263838,2019,67,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,13,A7034,CPT/HCPCS,NASL INTERFCE POS ARWAY PRSS DEVC,243,DME and supplies,21,152,"$1,695.77 ",$130.44 ,$109.51 ,"$1,695.77 ",$130.44 ,$109.51 ,$0.00 ,$0.00 ,$0.00 
20266238,2019,67,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,31,J2060,CPT/HCPCS,INJECTION LORAZEPAM 2 MG,240,"Medications (injections, infusions, other forms)",35,363,$15.58 ,$0.50 ,$0.73 ,$15.58 ,$0.50 ,$0.73 ,$0.00 ,$0.00 ,$0.00 
20269166,2019,67,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,32,99284,CPT/HCPCS,EMERGENCY DEPT VISIT,304,Emergency department services,58,372,"$2,261.72 ",$70.67 ,$55.01 ,"$2,261.72 ",$70.67 ,$55.01 ,$0.00 ,$0.00 ,$0.00 
20274542,2019,67,Kandiyohi,MEDICARE,3,45 - 64 years,F,34,A7034,CPT/HCPCS,NASL INTERFCE POS ARWAY PRSS DEVC,243,DME and supplies,59,400,"$4,116.73 ",$121.08 ,$87.24 ,"$3,154.26 ",$92.77 ,$69.51 ,$962.47 ,$28.30 ,$17.73 
20278526,2019,67,Kandiyohi,MEDICARE,4,65 - 74 years,F,873,90662,CPT/HCPCS,IIV NO PRSV INCREASED AG IM,228,Prophylactic vaccinations and inoculations,893,"10,471","$46,487.27 ",$53.25 ,$54.89 ,"$46,487.27 ",$53.25 ,$54.89 ,$0.00 ,$0.00 ,$0.00 
20280590,2019,67,Kandiyohi,MEDICARE,4,65 - 74 years,M,125,74177,CPT/HCPCS,CT ABD & PELV W/CONTRAST,179,CT scan - Abdomen,302,"1,462","$40,181.20 ",$321.44 ,$307.64 ,"$33,713.22 ",$269.70 ,$221.11 ,"$6,467.98 ",$51.74 ,$41.34 
20282990,2019,67,Kandiyohi,MEDICARE,5,75 years and older,F,44,45385,CPT/HCPCS,COLONOSCOPY W/LESION REMOVAL,76,Colonoscopy and biopsy,94,517,"$24,929.86 ",$566.58 ,$698.81 ,"$20,352.72 ",$462.56 ,$552.22 ,"$4,577.14 ",$104.02 ,$77.97 
18966419,2019,1,Aitkin,COMMERCIAL,3,45 - 64 years,F,55,88175,CPT/HCPCS,CYTOPATH C/V AUTO FLUID REDO,234,Pathology,56,619,"$3,633.16 ",$66.05 ,$65.40 ,"$3,357.61 ",$61.04 ,$64.24 ,$275.55 ,$5.01 ,$0.00 
18970955,2019,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,13,90670,CPT/HCPCS,PCV13 VACCINE IM,228,Prophylactic vaccinations and inoculations,28,137,$0.02 ,$0.00 ,$0.00 ,$0.02 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
18973955,2019,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,21,730,REV,EKG/ECG,50017,Cardiology services,27,205,$247.00 ,$11.76 ,$0.00 ,$247.00 ,$11.76 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
18981299,2019,1,Aitkin,MEDICARE,3,45 - 64 years,F,19,G9745,CPT/HCPCS,DOC RSN FOR NOT SCREEN/REC F/U HBP,999,HCPCS Level II codes not classified,19,226,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
18984539,2019,1,Aitkin,MEDICARE,4,65 - 74 years,F,13,99153,CPT/HCPCS,MOD SED SAME PHYS/QHP EA,232,Anesthesia,22,156,$134.90 ,$10.37 ,$0.00 ,$128.48 ,$9.88 ,$0.00 ,$6.42 ,$0.49 ,$0.00 
18987467,2019,1,Aitkin,MEDICARE,4,65 - 74 years,M,12,V2781,CPT/HCPCS,PROGRESSIVE LENS PER LENS,241,Visual aids and other optical supplies,12,144,"$1,005.03 ",$83.75 ,$125.00 ,"$1,005.03 ",$83.75 ,$125.00 ,$0.00 ,$0.00 ,$0.00 
18990803,2019,1,Aitkin,MEDICARE,5,75 years and older,M,11,77334,CPT/HCPCS,RADIATION TREATMENT AID(S),211,Radiology - Therapeutic,16,132,"$1,896.82 ",$172.43 ,$128.16 ,"$1,767.80 ",$160.70 ,$128.16 ,$129.02 ,$11.72 ,$0.00 
18992795,2019,3,Anoka,COMMERCIAL,1,18 years and under,F,78,69436,CPT/HCPCS,CREATE EARDRUM OPENING,23,Myringotomy,151,915,"$197,358.23 ","$2,530.23 ","$2,303.58 ","$157,906.59 ","$2,024.44 ","$1,880.83 ","$39,451.64 ",$505.79 ,$174.97 
18994715,2019,3,Anoka,COMMERCIAL,1,18 years and under,M,29,771,REV,Vaccine Admin,50026,Other Services,29,190,$282.31 ,$9.73 ,$0.00 ,$282.31 ,$9.73 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
18998099,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,F,51,64488,CPT/HCPCS,TAP BLOCK BI INJECTION,8,Nervous system procedures - Therapeutic (other),51,585,"$11,850.02 ",$232.35 ,$156.69 ,"$10,415.42 ",$204.22 ,$141.65 ,"$1,434.60 ",$28.12 ,$0.00 
18999323,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,F,11,90658,CPT/HCPCS,IIV3 VACCINE SPLT 0.5 ML IM,228,Prophylactic vaccinations and inoculations,11,132,$145.49 ,$13.22 ,$16.07 ,$145.49 ,$13.22 ,$16.07 ,$0.00 ,$0.00 ,$0.00 
19001819,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,M,23,64445,CPT/HCPCS,NJX AA&/STRD SCIATIC NERVE,8,Nervous system procedures - Therapeutic (other),33,267,"$9,641.36 ",$419.18 ,$173.45 ,"$7,120.45 ",$309.58 ,$164.15 ,"$2,520.91 ",$109.60 ,$0.00 
19003643,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,M,52,G0399,CPT/HCPCS,HST TYPE III PRTBLE MON MIN 4 CH,7,Nervous system procedures - Diagnostic (other),54,604,"$16,926.28 ",$325.50 ,$231.56 ,"$7,325.87 ",$140.88 ,$63.29 ,"$9,600.41 ",$184.62 ,$153.92 
19006379,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,F,33,82542,CPT/HCPCS,COL CHROMOTOGRAPHY QUAL/QUAN,233,Laboratory - Chemistry and hematology,50,388,"$2,541.50 ",$77.01 ,$48.18 ,"$1,665.67 ",$50.47 ,$16.51 ,$875.83 ,$26.54 ,$0.00 
19007915,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,F,18,E1392,CPT/HCPCS,PORTABLE OXYGEN CONCENTRATOR RENTAL,243,DME and supplies,140,203,"$8,947.69 ",$497.09 ,$348.49 ,"$7,734.07 ",$429.67 ,$302.77 ,"$1,213.62 ",$67.42 ,$36.62 
19010843,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,M,30,83986,CPT/HCPCS,ASSAY PH BODY FLUID NOS,233,Laboratory - Chemistry and hematology,62,345,$314.56 ,$10.48 ,$8.48 ,$242.23 ,$8.07 ,$5.14 ,$72.33 ,$2.41 ,$0.00 
